id,top_color,bottom_color,dress_type,pattern,skin_tone,body_type,fabric,accessories,occasion,recommended_outfit
324,light yellow,white,Ballgown,floral,fair,rectangle,silk,"['necklace', 'bracelet']",casual,"light yellow top with white bottom, Ballgown dress with floral pattern"
325,white,denim,Sheath,bold,fair,rectangle,linen,"['necklace', 'bracelet']",office,"white top with denim bottom, Sheath dress with bold pattern"
326,white,denim,Sheath,stripes,fair,rectangle,linen,"['necklace', 'bracelet']",formal,"white top with denim bottom, Sheath dress with stripes pattern"
327,white,denim,Sheath,floral,fair,rectangle,linen,"['necklace', 'bracelet']",party,"white top with denim bottom, Sheath dress with floral pattern"
328,white,denim,Shift,bold,fair,rectangle,linen,"['necklace', 'bracelet']",evening,"white top with denim bottom, Shift dress with bold pattern"
329,white,denim,Shift,stripes,fair,rectangle,linen,"['necklace', 'bracelet']",weekend,"white top with denim bottom, Shift dress with stripes pattern"
330,white,denim,Shift,floral,fair,rectangle,linen,"['necklace', 'bracelet']",casual,"white top with denim bottom, Shift dress with floral pattern"
331,white,denim,Ballgown,bold,fair,rectangle,silk,"['necklace', 'bracelet']",office,"white top with denim bottom, Ballgown dress with bold pattern"
332,white,denim,Ballgown,stripes,fair,rectangle,silk,"['necklace', 'bracelet']",formal,"white top with denim bottom, Ballgown dress with stripes pattern"
333,white,denim,Ballgown,floral,fair,rectangle,silk,"['necklace', 'bracelet']",party,"white top with denim bottom, Ballgown dress with floral pattern"
334,white,black,Sheath,bold,fair,rectangle,linen,"['necklace', 'bracelet']",evening,"white top with black bottom, Sheath dress with bold pattern"
335,white,black,Sheath,stripes,fair,rectangle,linen,"['necklace', 'bracelet']",weekend,"white top with black bottom, Sheath dress with stripes pattern"
336,white,black,Sheath,floral,fair,rectangle,linen,"['necklace', 'bracelet']",casual,"white top with black bottom, Sheath dress with floral pattern"
337,white,black,Shift,bold,fair,rectangle,linen,"['necklace', 'bracelet']",office,"white top with black bottom, Shift dress with bold pattern"
338,white,black,Shift,stripes,fair,rectangle,linen,"['necklace', 'bracelet']",formal,"white top with black bottom, Shift dress with stripes pattern"
339,white,black,Shift,floral,fair,rectangle,linen,"['necklace', 'bracelet']",party,"white top with black bottom, Shift dress with floral pattern"
340,white,black,Ballgown,bold,fair,rectangle,silk,"['necklace', 'bracelet']",evening,"white top with black bottom, Ballgown dress with bold pattern"
341,white,black,Ballgown,stripes,fair,rectangle,silk,"['necklace', 'bracelet']",weekend,"white top with black bottom, Ballgown dress with stripes pattern"
342,white,black,Ballgown,floral,fair,rectangle,silk,"['necklace', 'bracelet']",casual,"white top with black bottom, Ballgown dress with floral pattern"
343,peach,beige,Sheath,bold,fair,rectangle,linen,"['necklace', 'bracelet']",office,"peach top with beige bottom, Sheath dress with bold pattern"
344,peach,beige,Sheath,stripes,fair,rectangle,linen,"['necklace', 'bracelet']",formal,"peach top with beige bottom, Sheath dress with stripes pattern"
345,peach,beige,Sheath,floral,fair,rectangle,linen,"['necklace', 'bracelet']",party,"peach top with beige bottom, Sheath dress with floral pattern"
346,peach,beige,Shift,bold,fair,rectangle,linen,"['necklace', 'bracelet']",evening,"peach top with beige bottom, Shift dress with bold pattern"
347,peach,beige,Shift,stripes,fair,rectangle,linen,"['necklace', 'bracelet']",weekend,"peach top with beige bottom, Shift dress with stripes pattern"
348,peach,beige,Shift,floral,fair,rectangle,linen,"['necklace', 'bracelet']",casual,"peach top with beige bottom, Shift dress with floral pattern"
349,peach,beige,Ballgown,bold,fair,rectangle,silk,"['necklace', 'bracelet']",office,"peach top with beige bottom, Ballgown dress with bold pattern"
350,peach,beige,Ballgown,stripes,fair,rectangle,silk,"['necklace', 'bracelet']",formal,"peach top with beige bottom, Ballgown dress with stripes pattern"
351,peach,beige,Ballgown,floral,fair,rectangle,silk,"['necklace', 'bracelet']",party,"peach top with beige bottom, Ballgown dress with floral pattern"
352,peach,brown,Sheath,bold,fair,rectangle,linen,"['necklace', 'bracelet']",evening,"peach top with brown bottom, Sheath dress with bold pattern"
353,peach,brown,Sheath,stripes,fair,rectangle,linen,"['necklace', 'bracelet']",weekend,"peach top with brown bottom, Sheath dress with stripes pattern"
354,peach,brown,Sheath,floral,fair,rectangle,linen,"['necklace', 'bracelet']",casual,"peach top with brown bottom, Sheath dress with floral pattern"
355,peach,brown,Shift,bold,fair,rectangle,linen,"['necklace', 'bracelet']",office,"peach top with brown bottom, Shift dress with bold pattern"
356,peach,brown,Shift,stripes,fair,rectangle,linen,"['necklace', 'bracelet']",formal,"peach top with brown bottom, Shift dress with stripes pattern"
357,peach,brown,Shift,floral,fair,rectangle,linen,"['necklace', 'bracelet']",party,"peach top with brown bottom, Shift dress with floral pattern"
358,peach,brown,Ballgown,bold,fair,rectangle,silk,"['necklace', 'bracelet']",evening,"peach top with brown bottom, Ballgown dress with bold pattern"
359,peach,brown,Ballgown,stripes,fair,rectangle,silk,"['necklace', 'bracelet']",weekend,"peach top with brown bottom, Ballgown dress with stripes pattern"
360,peach,brown,Ballgown,floral,fair,rectangle,silk,"['necklace', 'bracelet']",casual,"peach top with brown bottom, Ballgown dress with floral pattern"
361,pink,white,Mermaid,paisley,fair,inverted_triangle,silk,"['necklace', 'bracelet']",office,"pink top with white bottom, Mermaid dress with paisley pattern"
362,pink,white,Mermaid,floral,fair,inverted_triangle,silk,"['necklace', 'bracelet']",formal,"pink top with white bottom, Mermaid dress with floral pattern"
363,pink,white,Mermaid,polka dots,fair,inverted_triangle,silk,"['necklace', 'bracelet']",party,"pink top with white bottom, Mermaid dress with polka dots pattern"
364,pink,white,Maxi,paisley,fair,inverted_triangle,silk,"['necklace', 'bracelet']",evening,"pink top with white bottom, Maxi dress with paisley pattern"
365,pink,white,Maxi,floral,fair,inverted_triangle,silk,"['necklace', 'bracelet']",weekend,"pink top with white bottom, Maxi dress with floral pattern"
366,pink,white,Maxi,polka dots,fair,inverted_triangle,silk,"['necklace', 'bracelet']",casual,"pink top with white bottom, Maxi dress with polka dots pattern"
367,pink,white,Ballgown,paisley,fair,inverted_triangle,silk,"['necklace', 'bracelet']",office,"pink top with white bottom, Ballgown dress with paisley pattern"
368,pink,white,Ballgown,floral,fair,inverted_triangle,silk,"['necklace', 'bracelet']",formal,"pink top with white bottom, Ballgown dress with floral pattern"
369,pink,white,Ballgown,polka dots,fair,inverted_triangle,silk,"['necklace', 'bracelet']",party,"pink top with white bottom, Ballgown dress with polka dots pattern"
370,pink,beige,Mermaid,paisley,fair,inverted_triangle,silk,"['necklace', 'bracelet']",evening,"pink top with beige bottom, Mermaid dress with paisley pattern"
371,pink,beige,Mermaid,floral,fair,inverted_triangle,silk,"['necklace', 'bracelet']",weekend,"pink top with beige bottom, Mermaid dress with floral pattern"
372,pink,beige,Mermaid,polka dots,fair,inverted_triangle,silk,"['necklace', 'bracelet']",casual,"pink top with beige bottom, Mermaid dress with polka dots pattern"
373,pink,beige,Maxi,paisley,fair,inverted_triangle,silk,"['necklace', 'bracelet']",office,"pink top with beige bottom, Maxi dress with paisley pattern"
374,pink,beige,Maxi,floral,fair,inverted_triangle,silk,"['necklace', 'bracelet']",formal,"pink top with beige bottom, Maxi dress with floral pattern"
375,pink,beige,Maxi,polka dots,fair,inverted_triangle,silk,"['necklace', 'bracelet']",party,"pink top with beige bottom, Maxi dress with polka dots pattern"
376,pink,beige,Ballgown,paisley,fair,inverted_triangle,silk,"['necklace', 'bracelet']",evening,"pink top with beige bottom, Ballgown dress with paisley pattern"
377,pink,beige,Ballgown,floral,fair,inverted_triangle,silk,"['necklace', 'bracelet']",weekend,"pink top with beige bottom, Ballgown dress with floral pattern"
378,pink,beige,Ballgown,polka dots,fair,inverted_triangle,silk,"['necklace', 'bracelet']",casual,"pink top with beige bottom, Ballgown dress with polka dots pattern"
379,mint,white,Mermaid,paisley,fair,inverted_triangle,silk,"['necklace', 'bracelet']",office,"mint top with white bottom, Mermaid dress with paisley pattern"
380,mint,white,Mermaid,floral,fair,inverted_triangle,silk,"['necklace', 'bracelet']",formal,"mint top with white bottom, Mermaid dress with floral pattern"
381,mint,white,Mermaid,polka dots,fair,inverted_triangle,silk,"['necklace', 'bracelet']",party,"mint top with white bottom, Mermaid dress with polka dots pattern"
382,mint,white,Maxi,paisley,fair,inverted_triangle,silk,"['necklace', 'bracelet']",evening,"mint top with white bottom, Maxi dress with paisley pattern"
383,mint,white,Maxi,floral,fair,inverted_triangle,silk,"['necklace', 'bracelet']",weekend,"mint top with white bottom, Maxi dress with floral pattern"
384,mint,white,Maxi,polka dots,fair,inverted_triangle,silk,"['necklace', 'bracelet']",casual,"mint top with white bottom, Maxi dress with polka dots pattern"
385,mint,white,Ballgown,paisley,fair,inverted_triangle,silk,"['necklace', 'bracelet']",office,"mint top with white bottom, Ballgown dress with paisley pattern"
386,mint,white,Ballgown,floral,fair,inverted_triangle,silk,"['necklace', 'bracelet']",formal,"mint top with white bottom, Ballgown dress with floral pattern"
387,mint,white,Ballgown,polka dots,fair,inverted_triangle,silk,"['necklace', 'bracelet']",party,"mint top with white bottom, Ballgown dress with polka dots pattern"
388,mint,navy,Mermaid,paisley,fair,inverted_triangle,silk,"['necklace', 'bracelet']",evening,"mint top with navy bottom, Mermaid dress with paisley pattern"
389,mint,navy,Mermaid,floral,fair,inverted_triangle,silk,"['necklace', 'bracelet']",weekend,"mint top with navy bottom, Mermaid dress with floral pattern"
390,mint,navy,Mermaid,polka dots,fair,inverted_triangle,silk,"['necklace', 'bracelet']",casual,"mint top with navy bottom, Mermaid dress with polka dots pattern"
391,mint,navy,Maxi,paisley,fair,inverted_triangle,silk,"['necklace', 'bracelet']",office,"mint top with navy bottom, Maxi dress with paisley pattern"
392,mint,navy,Maxi,floral,fair,inverted_triangle,silk,"['necklace', 'bracelet']",formal,"mint top with navy bottom, Maxi dress with floral pattern"
393,mint,navy,Maxi,polka dots,fair,inverted_triangle,silk,"['necklace', 'bracelet']",party,"mint top with navy bottom, Maxi dress with polka dots pattern"
394,mint,navy,Ballgown,paisley,fair,inverted_triangle,silk,"['necklace', 'bracelet']",evening,"mint top with navy bottom, Ballgown dress with paisley pattern"
395,mint,navy,Ballgown,floral,fair,inverted_triangle,silk,"['necklace', 'bracelet']",weekend,"mint top with navy bottom, Ballgown dress with floral pattern"
396,mint,navy,Ballgown,polka dots,fair,inverted_triangle,silk,"['necklace', 'bracelet']",casual,"mint top with navy bottom, Ballgown dress with polka dots pattern"
397,light yellow,denim,Mermaid,paisley,fair,inverted_triangle,silk,"['necklace', 'bracelet']",office,"light yellow top with denim bottom, Mermaid dress with paisley pattern"
398,light yellow,denim,Mermaid,floral,fair,inverted_triangle,silk,"['necklace', 'bracelet']",formal,"light yellow top with denim bottom, Mermaid dress with floral pattern"
399,light yellow,denim,Mermaid,polka dots,fair,inverted_triangle,silk,"['necklace', 'bracelet']",party,"light yellow top with denim bottom, Mermaid dress with polka dots pattern"
400,light yellow,denim,Maxi,paisley,fair,inverted_triangle,silk,"['necklace', 'bracelet']",evening,"light yellow top with denim bottom, Maxi dress with paisley pattern"
401,light yellow,denim,Maxi,floral,fair,inverted_triangle,silk,"['necklace', 'bracelet']",weekend,"light yellow top with denim bottom, Maxi dress with floral pattern"
402,light yellow,denim,Maxi,polka dots,fair,inverted_triangle,silk,"['necklace', 'bracelet']",casual,"light yellow top with denim bottom, Maxi dress with polka dots pattern"
403,light yellow,denim,Ballgown,paisley,fair,inverted_triangle,silk,"['necklace', 'bracelet']",office,"light yellow top with denim bottom, Ballgown dress with paisley pattern"
404,light yellow,denim,Ballgown,floral,fair,inverted_triangle,silk,"['necklace', 'bracelet']",formal,"light yellow top with denim bottom, Ballgown dress with floral pattern"
405,light yellow,denim,Ballgown,polka dots,fair,inverted_triangle,silk,"['necklace', 'bracelet']",party,"light yellow top with denim bottom, Ballgown dress with polka dots pattern"
406,light yellow,white,Mermaid,paisley,fair,inverted_triangle,silk,"['necklace', 'bracelet']",evening,"light yellow top with white bottom, Mermaid dress with paisley pattern"
407,light yellow,white,Mermaid,floral,fair,inverted_triangle,silk,"['necklace', 'bracelet']",weekend,"light yellow top with white bottom, Mermaid dress with floral pattern"
408,light yellow,white,Mermaid,polka dots,fair,inverted_triangle,silk,"['necklace', 'bracelet']",casual,"light yellow top with white bottom, Mermaid dress with polka dots pattern"
409,light yellow,white,Maxi,paisley,fair,inverted_triangle,silk,"['necklace', 'bracelet']",office,"light yellow top with white bottom, Maxi dress with paisley pattern"
410,light yellow,white,Maxi,floral,fair,inverted_triangle,silk,"['necklace', 'bracelet']",formal,"light yellow top with white bottom, Maxi dress with floral pattern"
411,light yellow,white,Maxi,polka dots,fair,inverted_triangle,silk,"['necklace', 'bracelet']",party,"light yellow top with white bottom, Maxi dress with polka dots pattern"
412,light yellow,white,Ballgown,paisley,fair,inverted_triangle,silk,"['necklace', 'bracelet']",evening,"light yellow top with white bottom, Ballgown dress with paisley pattern"
413,light yellow,white,Ballgown,floral,fair,inverted_triangle,silk,"['necklace', 'bracelet']",weekend,"light yellow top with white bottom, Ballgown dress with floral pattern"
414,light yellow,white,Ballgown,polka dots,fair,inverted_triangle,silk,"['necklace', 'bracelet']",casual,"light yellow top with white bottom, Ballgown dress with polka dots pattern"
415,white,denim,Mermaid,paisley,fair,inverted_triangle,silk,"['necklace', 'bracelet']",office,"white top with denim bottom, Mermaid dress with paisley pattern"
416,white,denim,Mermaid,floral,fair,inverted_triangle,silk,"['necklace', 'bracelet']",formal,"white top with denim bottom, Mermaid dress with floral pattern"
417,white,denim,Mermaid,polka dots,fair,inverted_triangle,silk,"['necklace', 'bracelet']",party,"white top with denim bottom, Mermaid dress with polka dots pattern"
418,white,denim,Maxi,paisley,fair,inverted_triangle,silk,"['necklace', 'bracelet']",evening,"white top with denim bottom, Maxi dress with paisley pattern"
419,white,denim,Maxi,floral,fair,inverted_triangle,silk,"['necklace', 'bracelet']",weekend,"white top with denim bottom, Maxi dress with floral pattern"
420,white,denim,Maxi,polka dots,fair,inverted_triangle,silk,"['necklace', 'bracelet']",casual,"white top with denim bottom, Maxi dress with polka dots pattern"
421,white,denim,Ballgown,paisley,fair,inverted_triangle,silk,"['necklace', 'bracelet']",office,"white top with denim bottom, Ballgown dress with paisley pattern"
422,white,denim,Ballgown,floral,fair,inverted_triangle,silk,"['necklace', 'bracelet']",formal,"white top with denim bottom, Ballgown dress with floral pattern"
423,white,denim,Ballgown,polka dots,fair,inverted_triangle,silk,"['necklace', 'bracelet']",party,"white top with denim bottom, Ballgown dress with polka dots pattern"
424,white,black,Mermaid,paisley,fair,inverted_triangle,silk,"['necklace', 'bracelet']",evening,"white top with black bottom, Mermaid dress with paisley pattern"
425,white,black,Mermaid,floral,fair,inverted_triangle,silk,"['necklace', 'bracelet']",weekend,"white top with black bottom, Mermaid dress with floral pattern"
426,white,black,Mermaid,polka dots,fair,inverted_triangle,silk,"['necklace', 'bracelet']",casual,"white top with black bottom, Mermaid dress with polka dots pattern"
427,white,black,Maxi,paisley,fair,inverted_triangle,silk,"['necklace', 'bracelet']",office,"white top with black bottom, Maxi dress with paisley pattern"
428,white,black,Maxi,floral,fair,inverted_triangle,silk,"['necklace', 'bracelet']",formal,"white top with black bottom, Maxi dress with floral pattern"
429,white,black,Maxi,polka dots,fair,inverted_triangle,silk,"['necklace', 'bracelet']",party,"white top with black bottom, Maxi dress with polka dots pattern"
430,white,black,Ballgown,paisley,fair,inverted_triangle,silk,"['necklace', 'bracelet']",evening,"white top with black bottom, Ballgown dress with paisley pattern"
431,white,black,Ballgown,floral,fair,inverted_triangle,silk,"['necklace', 'bracelet']",weekend,"white top with black bottom, Ballgown dress with floral pattern"
432,white,black,Ballgown,polka dots,fair,inverted_triangle,silk,"['necklace', 'bracelet']",casual,"white top with black bottom, Ballgown dress with polka dots pattern"
433,peach,beige,Mermaid,paisley,fair,inverted_triangle,silk,"['necklace', 'bracelet']",office,"peach top with beige bottom, Mermaid dress with paisley pattern"
434,peach,beige,Mermaid,floral,fair,inverted_triangle,silk,"['necklace', 'bracelet']",formal,"peach top with beige bottom, Mermaid dress with floral pattern"
435,peach,beige,Mermaid,polka dots,fair,inverted_triangle,silk,"['necklace', 'bracelet']",party,"peach top with beige bottom, Mermaid dress with polka dots pattern"
436,peach,beige,Maxi,paisley,fair,inverted_triangle,silk,"['necklace', 'bracelet']",evening,"peach top with beige bottom, Maxi dress with paisley pattern"
437,peach,beige,Maxi,floral,fair,inverted_triangle,silk,"['necklace', 'bracelet']",weekend,"peach top with beige bottom, Maxi dress with floral pattern"
438,peach,beige,Maxi,polka dots,fair,inverted_triangle,silk,"['necklace', 'bracelet']",casual,"peach top with beige bottom, Maxi dress with polka dots pattern"
439,peach,beige,Ballgown,paisley,fair,inverted_triangle,silk,"['necklace', 'bracelet']",office,"peach top with beige bottom, Ballgown dress with paisley pattern"
440,peach,beige,Ballgown,floral,fair,inverted_triangle,silk,"['necklace', 'bracelet']",formal,"peach top with beige bottom, Ballgown dress with floral pattern"
441,peach,beige,Ballgown,polka dots,fair,inverted_triangle,silk,"['necklace', 'bracelet']",party,"peach top with beige bottom, Ballgown dress with polka dots pattern"
442,peach,brown,Mermaid,paisley,fair,inverted_triangle,silk,"['necklace', 'bracelet']",evening,"peach top with brown bottom, Mermaid dress with paisley pattern"
443,peach,brown,Mermaid,floral,fair,inverted_triangle,silk,"['necklace', 'bracelet']",weekend,"peach top with brown bottom, Mermaid dress with floral pattern"
444,peach,brown,Mermaid,polka dots,fair,inverted_triangle,silk,"['necklace', 'bracelet']",casual,"peach top with brown bottom, Mermaid dress with polka dots pattern"
445,peach,brown,Maxi,paisley,fair,inverted_triangle,silk,"['necklace', 'bracelet']",office,"peach top with brown bottom, Maxi dress with paisley pattern"
446,peach,brown,Maxi,floral,fair,inverted_triangle,silk,"['necklace', 'bracelet']",formal,"peach top with brown bottom, Maxi dress with floral pattern"
447,peach,brown,Maxi,polka dots,fair,inverted_triangle,silk,"['necklace', 'bracelet']",party,"peach top with brown bottom, Maxi dress with polka dots pattern"
448,peach,brown,Ballgown,paisley,fair,inverted_triangle,silk,"['necklace', 'bracelet']",evening,"peach top with brown bottom, Ballgown dress with paisley pattern"
449,peach,brown,Ballgown,floral,fair,inverted_triangle,silk,"['necklace', 'bracelet']",weekend,"peach top with brown bottom, Ballgown dress with floral pattern"
450,peach,brown,Ballgown,polka dots,fair,inverted_triangle,silk,"['necklace', 'bracelet']",casual,"peach top with brown bottom, Ballgown dress with polka dots pattern"
451,blue,white,A-line,geometric,medium,hourglass,cotton,"['necklace', 'bracelet']",office,"blue top with white bottom, A-line dress with geometric pattern"
452,blue,white,A-line,abstract,medium,hourglass,cotton,"['necklace', 'bracelet']",formal,"blue top with white bottom, A-line dress with abstract pattern"
453,blue,white,A-line,plain,medium,hourglass,cotton,"['necklace', 'bracelet']",party,"blue top with white bottom, A-line dress with plain pattern"
454,blue,white,Bodycon,geometric,medium,hourglass,silk,"['necklace', 'bracelet']",evening,"blue top with white bottom, Bodycon dress with geometric pattern"
455,blue,white,Bodycon,abstract,medium,hourglass,silk,"['necklace', 'bracelet']",weekend,"blue top with white bottom, Bodycon dress with abstract pattern"
456,blue,white,Bodycon,plain,medium,hourglass,silk,"['necklace', 'bracelet']",casual,"blue top with white bottom, Bodycon dress with plain pattern"
457,blue,white,Fit-and-Flare,geometric,medium,hourglass,cotton,"['necklace', 'bracelet']",office,"blue top with white bottom, Fit-and-Flare dress with geometric pattern"
458,blue,white,Fit-and-Flare,abstract,medium,hourglass,cotton,"['necklace', 'bracelet']",formal,"blue top with white bottom, Fit-and-Flare dress with abstract pattern"
459,blue,white,Fit-and-Flare,plain,medium,hourglass,cotton,"['necklace', 'bracelet']",party,"blue top with white bottom, Fit-and-Flare dress with plain pattern"
460,blue,black,A-line,geometric,medium,hourglass,cotton,"['necklace', 'bracelet']",evening,"blue top with black bottom, A-line dress with geometric pattern"
461,blue,black,A-line,abstract,medium,hourglass,cotton,"['necklace', 'bracelet']",weekend,"blue top with black bottom, A-line dress with abstract pattern"
462,blue,black,A-line,plain,medium,hourglass,cotton,"['necklace', 'bracelet']",casual,"blue top with black bottom, A-line dress with plain pattern"
463,blue,black,Bodycon,geometric,medium,hourglass,silk,"['necklace', 'bracelet']",office,"blue top with black bottom, Bodycon dress with geometric pattern"
464,blue,black,Bodycon,abstract,medium,hourglass,silk,"['necklace', 'bracelet']",formal,"blue top with black bottom, Bodycon dress with abstract pattern"
465,blue,black,Bodycon,plain,medium,hourglass,silk,"['necklace', 'bracelet']",party,"blue top with black bottom, Bodycon dress with plain pattern"
466,blue,black,Fit-and-Flare,geometric,medium,hourglass,cotton,"['necklace', 'bracelet']",evening,"blue top with black bottom, Fit-and-Flare dress with geometric pattern"
467,blue,black,Fit-and-Flare,abstract,medium,hourglass,cotton,"['necklace', 'bracelet']",weekend,"blue top with black bottom, Fit-and-Flare dress with abstract pattern"
468,blue,black,Fit-and-Flare,plain,medium,hourglass,cotton,"['necklace', 'bracelet']",casual,"blue top with black bottom, Fit-and-Flare dress with plain pattern"
469,beige,brown,A-line,geometric,medium,hourglass,cotton,"['necklace', 'bracelet']",office,"beige top with brown bottom, A-line dress with geometric pattern"
470,beige,brown,A-line,abstract,medium,hourglass,cotton,"['necklace', 'bracelet']",formal,"beige top with brown bottom, A-line dress with abstract pattern"
471,beige,brown,A-line,plain,medium,hourglass,cotton,"['necklace', 'bracelet']",party,"beige top with brown bottom, A-line dress with plain pattern"
472,beige,brown,Bodycon,geometric,medium,hourglass,silk,"['necklace', 'bracelet']",evening,"beige top with brown bottom, Bodycon dress with geometric pattern"
473,beige,brown,Bodycon,abstract,medium,hourglass,silk,"['necklace', 'bracelet']",weekend,"beige top with brown bottom, Bodycon dress with abstract pattern"
474,beige,brown,Bodycon,plain,medium,hourglass,silk,"['necklace', 'bracelet']",casual,"beige top with brown bottom, Bodycon dress with plain pattern"
475,beige,brown,Fit-and-Flare,geometric,medium,hourglass,cotton,"['necklace', 'bracelet']",office,"beige top with brown bottom, Fit-and-Flare dress with geometric pattern"
476,beige,brown,Fit-and-Flare,abstract,medium,hourglass,cotton,"['necklace', 'bracelet']",formal,"beige top with brown bottom, Fit-and-Flare dress with abstract pattern"
477,beige,brown,Fit-and-Flare,plain,medium,hourglass,cotton,"['necklace', 'bracelet']",party,"beige top with brown bottom, Fit-and-Flare dress with plain pattern"
478,beige,navy,A-line,geometric,medium,hourglass,cotton,"['necklace', 'bracelet']",evening,"beige top with navy bottom, A-line dress with geometric pattern"
479,beige,navy,A-line,abstract,medium,hourglass,cotton,"['necklace', 'bracelet']",weekend,"beige top with navy bottom, A-line dress with abstract pattern"
480,beige,navy,A-line,plain,medium,hourglass,cotton,"['necklace', 'bracelet']",casual,"beige top with navy bottom, A-line dress with plain pattern"
481,beige,navy,Bodycon,geometric,medium,hourglass,silk,"['necklace', 'bracelet']",office,"beige top with navy bottom, Bodycon dress with geometric pattern"
482,beige,navy,Bodycon,abstract,medium,hourglass,silk,"['necklace', 'bracelet']",formal,"beige top with navy bottom, Bodycon dress with abstract pattern"
483,beige,navy,Bodycon,plain,medium,hourglass,silk,"['necklace', 'bracelet']",party,"beige top with navy bottom, Bodycon dress with plain pattern"
484,beige,navy,Fit-and-Flare,geometric,medium,hourglass,cotton,"['necklace', 'bracelet']",evening,"beige top with navy bottom, Fit-and-Flare dress with geometric pattern"
485,beige,navy,Fit-and-Flare,abstract,medium,hourglass,cotton,"['necklace', 'bracelet']",weekend,"beige top with navy bottom, Fit-and-Flare dress with abstract pattern"
486,beige,navy,Fit-and-Flare,plain,medium,hourglass,cotton,"['necklace', 'bracelet']",casual,"beige top with navy bottom, Fit-and-Flare dress with plain pattern"
487,purple,black,A-line,geometric,medium,hourglass,cotton,"['necklace', 'bracelet']",office,"purple top with black bottom, A-line dress with geometric pattern"
488,purple,black,A-line,abstract,medium,hourglass,cotton,"['necklace', 'bracelet']",formal,"purple top with black bottom, A-line dress with abstract pattern"
489,purple,black,A-line,plain,medium,hourglass,cotton,"['necklace', 'bracelet']",party,"purple top with black bottom, A-line dress with plain pattern"
490,purple,black,Bodycon,geometric,medium,hourglass,silk,"['necklace', 'bracelet']",evening,"purple top with black bottom, Bodycon dress with geometric pattern"
491,purple,black,Bodycon,abstract,medium,hourglass,silk,"['necklace', 'bracelet']",weekend,"purple top with black bottom, Bodycon dress with abstract pattern"
492,purple,black,Bodycon,plain,medium,hourglass,silk,"['necklace', 'bracelet']",casual,"purple top with black bottom, Bodycon dress with plain pattern"
493,purple,black,Fit-and-Flare,geometric,medium,hourglass,cotton,"['necklace', 'bracelet']",office,"purple top with black bottom, Fit-and-Flare dress with geometric pattern"
494,purple,black,Fit-and-Flare,abstract,medium,hourglass,cotton,"['necklace', 'bracelet']",formal,"purple top with black bottom, Fit-and-Flare dress with abstract pattern"
495,purple,black,Fit-and-Flare,plain,medium,hourglass,cotton,"['necklace', 'bracelet']",party,"purple top with black bottom, Fit-and-Flare dress with plain pattern"
496,purple,grey,A-line,geometric,medium,hourglass,cotton,"['necklace', 'bracelet']",evening,"purple top with grey bottom, A-line dress with geometric pattern"
497,purple,grey,A-line,abstract,medium,hourglass,cotton,"['necklace', 'bracelet']",weekend,"purple top with grey bottom, A-line dress with abstract pattern"
498,purple,grey,A-line,plain,medium,hourglass,cotton,"['necklace', 'bracelet']",casual,"purple top with grey bottom, A-line dress with plain pattern"
499,purple,grey,Bodycon,geometric,medium,hourglass,silk,"['necklace', 'bracelet']",office,"purple top with grey bottom, Bodycon dress with geometric pattern"
500,purple,grey,Bodycon,abstract,medium,hourglass,silk,"['necklace', 'bracelet']",formal,"purple top with grey bottom, Bodycon dress with abstract pattern"
501,purple,grey,Bodycon,plain,medium,hourglass,silk,"['necklace', 'bracelet']",party,"purple top with grey bottom, Bodycon dress with plain pattern"
502,purple,grey,Fit-and-Flare,geometric,medium,hourglass,cotton,"['necklace', 'bracelet']",evening,"purple top with grey bottom, Fit-and-Flare dress with geometric pattern"
503,purple,grey,Fit-and-Flare,abstract,medium,hourglass,cotton,"['necklace', 'bracelet']",weekend,"purple top with grey bottom, Fit-and-Flare dress with abstract pattern"
504,purple,grey,Fit-and-Flare,plain,medium,hourglass,cotton,"['necklace', 'bracelet']",casual,"purple top with grey bottom, Fit-and-Flare dress with plain pattern"
505,lavender,white,A-line,geometric,medium,hourglass,cotton,"['necklace', 'bracelet']",office,"lavender top with white bottom, A-line dress with geometric pattern"
506,lavender,white,A-line,abstract,medium,hourglass,cotton,"['necklace', 'bracelet']",formal,"lavender top with white bottom, A-line dress with abstract pattern"
507,lavender,white,A-line,plain,medium,hourglass,cotton,"['necklace', 'bracelet']",party,"lavender top with white bottom, A-line dress with plain pattern"
508,lavender,white,Bodycon,geometric,medium,hourglass,silk,"['necklace', 'bracelet']",evening,"lavender top with white bottom, Bodycon dress with geometric pattern"
509,lavender,white,Bodycon,abstract,medium,hourglass,silk,"['necklace', 'bracelet']",weekend,"lavender top with white bottom, Bodycon dress with abstract pattern"
510,lavender,white,Bodycon,plain,medium,hourglass,silk,"['necklace', 'bracelet']",casual,"lavender top with white bottom, Bodycon dress with plain pattern"
511,lavender,white,Fit-and-Flare,geometric,medium,hourglass,cotton,"['necklace', 'bracelet']",office,"lavender top with white bottom, Fit-and-Flare dress with geometric pattern"
512,lavender,white,Fit-and-Flare,abstract,medium,hourglass,cotton,"['necklace', 'bracelet']",formal,"lavender top with white bottom, Fit-and-Flare dress with abstract pattern"
513,lavender,white,Fit-and-Flare,plain,medium,hourglass,cotton,"['necklace', 'bracelet']",party,"lavender top with white bottom, Fit-and-Flare dress with plain pattern"
514,lavender,beige,A-line,geometric,medium,hourglass,cotton,"['necklace', 'bracelet']",evening,"lavender top with beige bottom, A-line dress with geometric pattern"
